"","pilot_area","s_b","day_type","from","occupancy","rate","new_rate","03RD ST 400","03RD ST 300","02ND ST 500","03RD ST 500","BERRY ST 400","KING ST 100","BRYANT ST 500","HAWTHORNE ST 100","SOUTH PARK 100","TOWNSEND ST 0","BERRY ST 300","02ND ST 400","BRYANT ST 300","BRYANT ST 400","RITCH ST 300","SOUTH PARK 0","02ND ST 700","BRANNAN ST 200","TOWNSEND ST 200","BRANNAN ST 500","05TH ST 600","BRANNAN ST 300","BRANNAN ST 400","FOLSOM ST 600","03RD ST 700","MAIN ST 300","01ST ST 300","HARRISON ST 100","03RD ST 600","TOWNSEND ST 100","02ND ST 300","02ND ST 600","BERRY ST 200","HARRISON ST 500","SPEAR ST 300","BERRY ST 100","HARRISON ST 0","FOLSOM ST 500","FOLSOM ST 0","KING ST 200","TOWNSEND ST 300","04TH ST 500","04TH ST 600","SPEAR ST 400"
"1352","South Embarcadero","03RD ST 300","Weekend","3:00 PM",56,"2","1.75","0.5","2","3.25","0.25","2.5","3.5","0.5","1.75","1.75","3.5","3.5","0.5","0.25","0.25","2.75","3.25","4","1.25","4.75","0.25","0.75","1","2","1.75","3.75","1.5","3.25","1.75","1","4","1.5","1.25","3.5","1","2.75","3.5","2.5","1.75","2.25","3.5","3","2.75","2","3.25"
"1353","South Embarcadero","03RD ST 400","Weekday","9:00 AM",22,"0.25","0.25","0.25","0","1.25","1.5","0.5","2.75","1.25","4.75","2","2.25","0.75","0","1.25","1.75","2","3","2.75","1.75","3","0.5","1.5","1.25","1.25","3.75","3.25","2","4","2.75","2.25","3.5","0","2.5","3.5","1.25","0","3.5","2.75","4.25","4.25","3.5","0","2.75","1.5","2.75"
"1354","South Embarcadero","03RD ST 400","Weekday","12:00 PM",33,"0.75","0.5","0.75","1.75","3.75","2","0.5","5","2.5","4.25","4.25","4.25","1.5","3","1.75","2.5","2.75","4","4.25","2.25","3.5","1.75","2","3.5","3.5","4.25","4","2.5","3.5","4","3.5","4.5","5.25","4.25","3.5","1.25","5.75","3.5","4.25","3.5","5.5","3.5","3","2.75","1.75","3.5"
"1355","South Embarcadero","03RD ST 400","Weekday","3:00 PM",20,"0.25","0.25","0.25","2.25","3.25","1.75","0.5","4.25","1.75","3.5","3.25","3.5","0.75","3","1.25","1.25","2.25","3.5","2.25","2","3.5","1.25","1.25","2.75","3.25","3.75","3","3.75","2.5","3.25","2.75","3.75","4.25","3.25","3.5","0.5","5.5","3.5","4","3.5","4.5","3.5","3","2.75","1.75","3.5"
"1356","South Embarcadero","03RD ST 400","Weekend","9:00 AM",16,"0.25","0.25","0.25","0","0.25","0.25","0.75","1","0.25","0.5","2","3.25","2.75","0","0.25","0.25","1.75","1.75","1.75","0.25","2","0.25","0.25","0.25","1.25","0.5","1.25","0.5","1.75","0.25","0.25","2.25","0","0.25","3.5","0.25","0","3.25","0.75","1.75","1.75","3.5","0","2.5","0.5","1.5"
"1357","South Embarcadero","03RD ST 400","Weekend","12:00 PM",34,"0.5","0.25","0.5","1.5","3.5","0.25","1.75","4","0.25","1.5","2.5","3.25","2.75","0.25","0.25","0.25","2.25","4","4","0.75","3.5","0.25","1.25","0.5","1.25","1.5","3.5","1","1.75","1.25","0.5","4","1.5","2","3.5","0.25","2.75","3.5","3","1.75","2.75","3.5","3","2.75","1.25","2.75"
"1358","South Embarcadero","03RD ST 400","Weekend","3:00 PM",37,"0.5","0.25","0.5","2","3.25","0.25","2.5","3.5","0.5","1.75","1.75","3.5","3.5","0.5","0.25","0.25","2.75","3.25","4","1.25","4.75","0.25","0.75","1","2","1.75","3.75","1.5","3.25","1.75","1","4","1.5","1.25","3.5","1","2.75","3.5","2.5","1.75","2.25","3.5","3","2.75","2","3.25"
"1359","South Embarcadero","03RD ST 500","Weekday","9:00 AM",59,"1.5","1.25","0.25","0","1.25","1.5","0.5","2.75","1.25","4.75","2","2.25","0.75","0","1.25","1.75","2","3","2.75","1.75","3","0.5","1.5","1.25","1.25","3.75","3.25","2","4","2.75","2.25","3.5","0","2.5","3.5","1.25","0","3.5","2.75","4.25","4.25","3.5","0","2.75","1.5","2.75"
"1360","South Embarcadero","03RD ST 500","Weekday","12:00 PM",66,"2","2","0.75","1.75","3.75","2","0.5","5","2.5","4.25","4.25","4.25","1.5","3","1.75","2.5","2.75","4","4.25","2.25","3.5","1.75","2","3.5","3.5","4.25","4","2.5","3.5","4","3.5","4.5","5.25","4.25","3.5","1.25","5.75","3.5","4.25","3.5","5.5","3.5","3","2.75","1.75","3.5"
"1361","South Embarcadero","03RD ST 500","Weekday","3:00 PM",70,"1.75","1.75","0.25","2.25","3.25","1.75","0.5","4.25","1.75","3.5","3.25","3.5","0.75","3","1.25","1.25","2.25","3.5","2.25","2","3.5","1.25","1.25","2.75","3.25","3.75","3","3.75","2.5","3.25","2.75","3.75","4.25","3.25","3.5","0.5","5.5","3.5","4","3.5","4.5","3.5","3","2.75","1.75","3.5"
"1362","South Embarcadero","03RD ST 500","Weekday","6:00 PM",0,"0.25","0.25","0","0","0.25","0.25","0.25","0.25","0.25","0","0.25","0.25","0.25","0","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0","0.25","0","0","0.25","0.25","0.25","0","0.25","0.25","0","0","0.25","0.25","0","0","0.25","0.25","0.25","0.25","0.25"
"1363","South Embarcadero","03RD ST 500","Weekend","9:00 AM",29,"0.25","0.25","0.25","0","0.25","0.25","0.75","1","0.25","0.5","2","3.25","2.75","0","0.25","0.25","1.75","1.75","1.75","0.25","2","0.25","0.25","0.25","1.25","0.5","1.25","0.5","1.75","0.25","0.25","2.25","0","0.25","3.5","0.25","0","3.25","0.75","1.75","1.75","3.5","0","2.5","0.5","1.5"
"1364","South Embarcadero","03RD ST 500","Weekend","12:00 PM",23,"0.25","0.25","0.5","1.5","3.5","0.25","1.75","4","0.25","1.5","2.5","3.25","2.75","0.25","0.25","0.25","2.25","4","4","0.75","3.5","0.25","1.25","0.5","1.25","1.5","3.5","1","1.75","1.25","0.5","4","1.5","2","3.5","0.25","2.75","3.5","3","1.75","2.75","3.5","3","2.75","1.25","2.75"
"1365","South Embarcadero","03RD ST 500","Weekend","3:00 PM",17,"0.25","0.25","0.5","2","3.25","0.25","2.5","3.5","0.5","1.75","1.75","3.5","3.5","0.5","0.25","0.25","2.75","3.25","4","1.25","4.75","0.25","0.75","1","2","1.75","3.75","1.5","3.25","1.75","1","4","1.5","1.25","3.5","1","2.75","3.5","2.5","1.75","2.25","3.5","3","2.75","2","3.25"
"1366","South Embarcadero","03RD ST 500","Weekend","6:00 PM",0,"0.25","0.25","0","0","0.25","0.25","0.25","0.25","0.25","0","0.25","0.25","0.25","0","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0","0.25","0","0","0.25","0.25","0.25","0","0.25","0.25","0","0","0.25","0.25","0","0","0.25","0.25","0.25","0.25","0.25"
"1367","South Embarcadero","03RD ST 600","Weekday","9:00 AM",57,"2.25","2","0.25","0","1.25","1.5","0.5","2.75","1.25","4.75","2","2.25","0.75","0","1.25","1.75","2","3","2.75","1.75","3","0.5","1.5","1.25","1.25","3.75","3.25","2","4","2.75","2.25","3.5","0","2.5","3.5","1.25","0","3.5","2.75","4.25","4.25","3.5","0","2.75","1.5","2.75"
"1368","South Embarcadero","03RD ST 600","Weekday","12:00 PM",64,"3.5","3.5","0.75","1.75","3.75","2","0.5","5","2.5","4.25","4.25","4.25","1.5","3","1.75","2.5","2.75","4","4.25","2.25","3.5","1.75","2","3.5","3.5","4.25","4","2.5","3.5","4","3.5","4.5","5.25","4.25","3.5","1.25","5.75","3.5","4.25","3.5","5.5","3.5","3","2.75","1.75","3.5"
"1369","South Embarcadero","03RD ST 600","Weekday","3:00 PM",53,"2.75","2.5","0.25","2.25","3.25","1.75","0.5","4.25","1.75","3.5","3.25","3.5","0.75","3","1.25","1.25","2.25","3.5","2.25","2","3.5","1.25","1.25","2.75","3.25","3.75","3","3.75","2.5","3.25","2.75","3.75","4.25","3.25","3.5","0.5","5.5","3.5","4","3.5","4.5","3.5","3","2.75","1.75","3.5"
"1370","South Embarcadero","03RD ST 600","Weekday","6:00 PM",0,"0.25","0.25","0","0","0.25","0.25","0.25","0.25","0.25","0","0.25","0.25","0.25","0","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0","0.25","0","0","0.25","0.25","0.25","0","0.25","0.25","0","0","0.25","0.25","0","0","0.25","0.25","0.25","0.25","0.25"
"1371","South Embarcadero","03RD ST 600","Weekend","9:00 AM",24,"0.25","0.25","0.25","0","0.25","0.25","0.75","1","0.25","0.5","2","3.25","2.75","0","0.25","0.25","1.75","1.75","1.75","0.25","2","0.25","0.25","0.25","1.25","0.5","1.25","0.5","1.75","0.25","0.25","2.25","0","0.25","3.5","0.25","0","3.25","0.75","1.75","1.75","3.5","0","2.5","0.5","1.5"
"1372","South Embarcadero","03RD ST 600","Weekend","12:00 PM",32,"0.5","0.25","0.5","1.5","3.5","0.25","1.75","4","0.25","1.5","2.5","3.25","2.75","0.25","0.25","0.25","2.25","4","4","0.75","3.5","0.25","1.25","0.5","1.25","1.5","3.5","1","1.75","1.25","0.5","4","1.5","2","3.5","0.25","2.75","3.5","3","1.75","2.75","3.5","3","2.75","1.25","2.75"
"1373","South Embarcadero","03RD ST 600","Weekend","3:00 PM",33,"1","0.75","0.5","2","3.25","0.25","2.5","3.5","0.5","1.75","1.75","3.5","3.5","0.5","0.25","0.25","2.75","3.25","4","1.25","4.75","0.25","0.75","1","2","1.75","3.75","1.5","3.25","1.75","1","4","1.5","1.25","3.5","1","2.75","3.5","2.5","1.75","2.25","3.5","3","2.75","2","3.25"
"1374","South Embarcadero","03RD ST 600","Weekend","6:00 PM",0,"0.25","0.25","0","0","0.25","0.25","0.25","0.25","0.25","0","0.25","0.25","0.25","0","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0","0.25","0","0","0.25","0.25","0.25","0","0.25","0.25","0","0","0.25","0.25","0","0","0.25","0.25","0.25","0.25","0.25"
"1375","South Embarcadero","03RD ST 700","Weekday","9:00 AM",74,"3.25","3.25","0.25","0","1.25","1.5","0.5","2.75","1.25","4.75","2","2.25","0.75","0","1.25","1.75","2","3","2.75","1.75","3","0.5","1.5","1.25","1.25","3.75","3.25","2","4","2.75","2.25","3.5","0","2.5","3.5","1.25","0","3.5","2.75","4.25","4.25","3.5","0","2.75","1.5","2.75"
"1376","South Embarcadero","03RD ST 700","Weekday","12:00 PM",82,"4","4.25","0.75","1.75","3.75","2","0.5","5","2.5","4.25","4.25","4.25","1.5","3","1.75","2.5","2.75","4","4.25","2.25","3.5","1.75","2","3.5","3.5","4.25","4","2.5","3.5","4","3.5","4.5","5.25","4.25","3.5","1.25","5.75","3.5","4.25","3.5","5.5","3.5","3","2.75","1.75","3.5"
"1377","South Embarcadero","03RD ST 700","Weekday","3:00 PM",75,"3","3","0.25","2.25","3.25","1.75","0.5","4.25","1.75","3.5","3.25","3.5","0.75","3","1.25","1.25","2.25","3.5","2.25","2","3.5","1.25","1.25","2.75","3.25","3.75","3","3.75","2.5","3.25","2.75","3.75","4.25","3.25","3.5","0.5","5.5","3.5","4","3.5","4.5","3.5","3","2.75","1.75","3.5"
"1378","South Embarcadero","03RD ST 700","Weekday","6:00 PM",0,"0.25","0.25","0","0","0.25","0.25","0.25","0.25","0.25","0","0.25","0.25","0.25","0","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0","0.25","0","0","0.25","0.25","0.25","0","0.25","0.25","0","0","0.25","0.25","0","0","0.25","0.25","0.25","0.25","0.25"
"1379","South Embarcadero","03RD ST 700","Weekend","9:00 AM",42,"1.25","1","0.25","0","0.25","0.25","0.75","1","0.25","0.5","2","3.25","2.75","0","0.25","0.25","1.75","1.75","1.75","0.25","2","0.25","0.25","0.25","1.25","0.5","1.25","0.5","1.75","0.25","0.25","2.25","0","0.25","3.5","0.25","0","3.25","0.75","1.75","1.75","3.5","0","2.5","0.5","1.5"
"1380","South Embarcadero","03RD ST 700","Weekend","12:00 PM",79,"3.5","3.5","0.5","1.5","3.5","0.25","1.75","4","0.25","1.5","2.5","3.25","2.75","0.25","0.25","0.25","2.25","4","4","0.75","3.5","0.25","1.25","0.5","1.25","1.5","3.5","1","1.75","1.25","0.5","4","1.5","2","3.5","0.25","2.75","3.5","3","1.75","2.75","3.5","3","2.75","1.25","2.75"
"1381","South Embarcadero","03RD ST 700","Weekend","3:00 PM",81,"3.75","4","0.5","2","3.25","0.25","2.5","3.5","0.5","1.75","1.75","3.5","3.5","0.5","0.25","0.25","2.75","3.25","4","1.25","4.75","0.25","0.75","1","2","1.75","3.75","1.5","3.25","1.75","1","4","1.5","1.25","3.5","1","2.75","3.5","2.5","1.75","2.25","3.5","3","2.75","2","3.25"
"1382","South Embarcadero","03RD ST 700","Weekend","6:00 PM",0,"0.25","0.25","0","0","0.25","0.25","0.25","0.25","0.25","0","0.25","0.25","0.25","0","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0","0.25","0","0","0.25","0.25","0.25","0","0.25","0.25","0","0","0.25","0.25","0","0","0.25","0.25","0.25","0.25","0.25"
"1383","South Embarcadero","04TH ST 500","Weekday","9:00 AM",34,"2.75","2.5","0.25","0","1.25","1.5","0.5","2.75","1.25","4.75","2","2.25","0.75","0","1.25","1.75","2","3","2.75","1.75","3","0.5","1.5","1.25","1.25","3.75","3.25","2","4","2.75","2.25","3.5","0","2.5","3.5","1.25","0","3.5","2.75","4.25","4.25","3.5","0","2.75","1.5","2.75"
"1384","South Embarcadero","04TH ST 500","Weekday","12:00 PM",47,"2.75","2.5","0.75","1.75","3.75","2","0.5","5","2.5","4.25","4.25","4.25","1.5","3","1.75","2.5","2.75","4","4.25","2.25","3.5","1.75","2","3.5","3.5","4.25","4","2.5","3.5","4","3.5","4.5","5.25","4.25","3.5","1.25","5.75","3.5","4.25","3.5","5.5","3.5","3","2.75","1.75","3.5"
"1385","South Embarcadero","04TH ST 500","Weekday","3:00 PM",43,"2.75","2.5","0.25","2.25","3.25","1.75","0.5","4.25","1.75","3.5","3.25","3.5","0.75","3","1.25","1.25","2.25","3.5","2.25","2","3.5","1.25","1.25","2.75","3.25","3.75","3","3.75","2.5","3.25","2.75","3.75","4.25","3.25","3.5","0.5","5.5","3.5","4","3.5","4.5","3.5","3","2.75","1.75","3.5"
"1386","South Embarcadero","04TH ST 500","Weekday","6:00 PM",0,"0.25","0.25","0","0","0.25","0.25","0.25","0.25","0.25","0","0.25","0.25","0.25","0","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0","0.25","0","0","0.25","0.25","0.25","0","0.25","0.25","0","0","0.25","0.25","0","0","0.25","0.25","0.25","0.25","0.25"
"1387","South Embarcadero","04TH ST 500","Weekend","9:00 AM",30,"2.5","2.25","0.25","0","0.25","0.25","0.75","1","0.25","0.5","2","3.25","2.75","0","0.25","0.25","1.75","1.75","1.75","0.25","2","0.25","0.25","0.25","1.25","0.5","1.25","0.5","1.75","0.25","0.25","2.25","0","0.25","3.5","0.25","0","3.25","0.75","1.75","1.75","3.5","0","2.5","0.5","1.5"
"1388","South Embarcadero","04TH ST 500","Weekend","12:00 PM",43,"2.75","2.5","0.5","1.5","3.5","0.25","1.75","4","0.25","1.5","2.5","3.25","2.75","0.25","0.25","0.25","2.25","4","4","0.75","3.5","0.25","1.25","0.5","1.25","1.5","3.5","1","1.75","1.25","0.5","4","1.5","2","3.5","0.25","2.75","3.5","3","1.75","2.75","3.5","3","2.75","1.25","2.75"
"1389","South Embarcadero","04TH ST 500","Weekend","3:00 PM",53,"2.75","2.5","0.5","2","3.25","0.25","2.5","3.5","0.5","1.75","1.75","3.5","3.5","0.5","0.25","0.25","2.75","3.25","4","1.25","4.75","0.25","0.75","1","2","1.75","3.75","1.5","3.25","1.75","1","4","1.5","1.25","3.5","1","2.75","3.5","2.5","1.75","2.25","3.5","3","2.75","2","3.25"
"1390","South Embarcadero","04TH ST 500","Weekend","6:00 PM",0,"0.25","0.25","0","0","0.25","0.25","0.25","0.25","0.25","0","0.25","0.25","0.25","0","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0","0.25","0","0","0.25","0.25","0.25","0","0.25","0.25","0","0","0.25","0.25","0","0","0.25","0.25","0.25","0.25","0.25"
"1391","South Embarcadero","04TH ST 600","Weekday","9:00 AM",50,"1.5","1.25","0.25","0","1.25","1.5","0.5","2.75","1.25","4.75","2","2.25","0.75","0","1.25","1.75","2","3","2.75","1.75","3","0.5","1.5","1.25","1.25","3.75","3.25","2","4","2.75","2.25","3.5","0","2.5","3.5","1.25","0","3.5","2.75","4.25","4.25","3.5","0","2.75","1.5","2.75"
"1392","South Embarcadero","04TH ST 600","Weekday","12:00 PM",64,"1.75","1.75","0.75","1.75","3.75","2","0.5","5","2.5","4.25","4.25","4.25","1.5","3","1.75","2.5","2.75","4","4.25","2.25","3.5","1.75","2","3.5","3.5","4.25","4","2.5","3.5","4","3.5","4.5","5.25","4.25","3.5","1.25","5.75","3.5","4.25","3.5","5.5","3.5","3","2.75","1.75","3.5"
"1393","South Embarcadero","04TH ST 600","Weekday","3:00 PM",57,"1.75","1.5","0.25","2.25","3.25","1.75","0.5","4.25","1.75","3.5","3.25","3.5","0.75","3","1.25","1.25","2.25","3.5","2.25","2","3.5","1.25","1.25","2.75","3.25","3.75","3","3.75","2.5","3.25","2.75","3.75","4.25","3.25","3.5","0.5","5.5","3.5","4","3.5","4.5","3.5","3","2.75","1.75","3.5"
"1394","South Embarcadero","04TH ST 600","Weekday","6:00 PM",0,"0.25","0.25","0","0","0.25","0.25","0.25","0.25","0.25","0","0.25","0.25","0.25","0","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0","0.25","0","0","0.25","0.25","0.25","0","0.25","0.25","0","0","0.25","0.25","0","0","0.25","0.25","0.25","0.25","0.25"
"1395","South Embarcadero","04TH ST 600","Weekend","9:00 AM",21,"0.5","0.25","0.25","0","0.25","0.25","0.75","1","0.25","0.5","2","3.25","2.75","0","0.25","0.25","1.75","1.75","1.75","0.25","2","0.25","0.25","0.25","1.25","0.5","1.25","0.5","1.75","0.25","0.25","2.25","0","0.25","3.5","0.25","0","3.25","0.75","1.75","1.75","3.5","0","2.5","0.5","1.5"
"1396","South Embarcadero","04TH ST 600","Weekend","12:00 PM",39,"1.25","1","0.5","1.5","3.5","0.25","1.75","4","0.25","1.5","2.5","3.25","2.75","0.25","0.25","0.25","2.25","4","4","0.75","3.5","0.25","1.25","0.5","1.25","1.5","3.5","1","1.75","1.25","0.5","4","1.5","2","3.5","0.25","2.75","3.5","3","1.75","2.75","3.5","3","2.75","1.25","2.75"
"1397","South Embarcadero","04TH ST 600","Weekend","3:00 PM",40,"2","1.75","0.5","2","3.25","0.25","2.5","3.5","0.5","1.75","1.75","3.5","3.5","0.5","0.25","0.25","2.75","3.25","4","1.25","4.75","0.25","0.75","1","2","1.75","3.75","1.5","3.25","1.75","1","4","1.5","1.25","3.5","1","2.75","3.5","2.5","1.75","2.25","3.5","3","2.75","2","3.25"
"1398","South Embarcadero","04TH ST 600","Weekend","6:00 PM",0,"0.25","0.25","0","0","0.25","0.25","0.25","0.25","0.25","0","0.25","0.25","0.25","0","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0","0.25","0","0","0.25","0.25","0.25","0","0.25","0.25","0","0","0.25","0.25","0","0","0.25","0.25","0.25","0.25","0.25"
"1399","South Embarcadero","05TH ST 600","Weekday","9:00 AM",47,"1.5","1.25","0.25","0","1.25","1.5","0.5","2.75","1.25","4.75","2","2.25","0.75","0","1.25","1.75","2","3","2.75","1.75","3","0.5","1.5","1.25","1.25","3.75","3.25","2","4","2.75","2.25","3.5","0","2.5","3.5","1.25","0","3.5","2.75","4.25","4.25","3.5","0","2.75","1.5","2.75"
"1400","South Embarcadero","05TH ST 600","Weekday","12:00 PM",59,"2","1.75","0.75","1.75","3.75","2","0.5","5","2.5","4.25","4.25","4.25","1.5","3","1.75","2.5","2.75","4","4.25","2.25","3.5","1.75","2","3.5","3.5","4.25","4","2.5","3.5","4","3.5","4.5","5.25","4.25","3.5","1.25","5.75","3.5","4.25","3.5","5.5","3.5","3","2.75","1.75","3.5"
"1401","South Embarcadero","05TH ST 600","Weekday","3:00 PM",46,"1.25","1","0.25","2.25","3.25","1.75","0.5","4.25","1.75","3.5","3.25","3.5","0.75","3","1.25","1.25","2.25","3.5","2.25","2","3.5","1.25","1.25","2.75","3.25","3.75","3","3.75","2.5","3.25","2.75","3.75","4.25","3.25","3.5","0.5","5.5","3.5","4","3.5","4.5","3.5","3","2.75","1.75","3.5"
"1402","South Embarcadero","05TH ST 600","Weekday","6:00 PM",0,"0.25","0.25","0","0","0.25","0.25","0.25","0.25","0.25","0","0.25","0.25","0.25","0","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0","0.25","0","0","0.25","0.25","0.25","0","0.25","0.25","0","0","0.25","0.25","0","0","0.25","0.25","0.25","0.25","0.25"
"1403","South Embarcadero","05TH ST 600","Weekend","9:00 AM",17,"0.25","0.25","0.25","0","0.25","0.25","0.75","1","0.25","0.5","2","3.25","2.75","0","0.25","0.25","1.75","1.75","1.75","0.25","2","0.25","0.25","0.25","1.25","0.5","1.25","0.5","1.75","0.25","0.25","2.25","0","0.25","3.5","0.25","0","3.25","0.75","1.75","1.75","3.5","0","2.5","0.5","1.5"
"1404","South Embarcadero","05TH ST 600","Weekend","12:00 PM",21,"1.25","0.75","0.5","1.5","3.5","0.25","1.75","4","0.25","1.5","2.5","3.25","2.75","0.25","0.25","0.25","2.25","4","4","0.75","3.5","0.25","1.25","0.5","1.25","1.5","3.5","1","1.75","1.25","0.5","4","1.5","2","3.5","0.25","2.75","3.5","3","1.75","2.75","3.5","3","2.75","1.25","2.75"
"1405","South Embarcadero","05TH ST 600","Weekend","3:00 PM",21,"0.75","0.25","0.5","2","3.25","0.25","2.5","3.5","0.5","1.75","1.75","3.5","3.5","0.5","0.25","0.25","2.75","3.25","4","1.25","4.75","0.25","0.75","1","2","1.75","3.75","1.5","3.25","1.75","1","4","1.5","1.25","3.5","1","2.75","3.5","2.5","1.75","2.25","3.5","3","2.75","2","3.25"
"1406","South Embarcadero","05TH ST 600","Weekend","6:00 PM",0,"0.25","0.25","0","0","0.25","0.25","0.25","0.25","0.25","0","0.25","0.25","0.25","0","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0","0.25","0","0","0.25","0.25","0.25","0","0.25","0.25","0","0","0.25","0.25","0","0","0.25","0.25","0.25","0.25","0.25"
"1407","South Embarcadero","BERRY ST 100","Weekday","9:00 AM",92,"3.5","3.75","0.25","0","1.25","1.5","0.5","2.75","1.25","4.75","2","2.25","0.75","0","1.25","1.75","2","3","2.75","1.75","3","0.5","1.5","1.25","1.25","3.75","3.25","2","4","2.75","2.25","3.5","0","2.5","3.5","1.25","0","3.5","2.75","4.25","4.25","3.5","0","2.75","1.5","2.75"
"1408","South Embarcadero","BERRY ST 100","Weekday","12:00 PM",92,"3.5","3.75","0.75","1.75","3.75","2","0.5","5","2.5","4.25","4.25","4.25","1.5","3","1.75","2.5","2.75","4","4.25","2.25","3.5","1.75","2","3.5","3.5","4.25","4","2.5","3.5","4","3.5","4.5","5.25","4.25","3.5","1.25","5.75","3.5","4.25","3.5","5.5","3.5","3","2.75","1.75","3.5"
"1409","South Embarcadero","BERRY ST 100","Weekday","3:00 PM",88,"3.5","3.75","0.25","2.25","3.25","1.75","0.5","4.25","1.75","3.5","3.25","3.5","0.75","3","1.25","1.25","2.25","3.5","2.25","2","3.5","1.25","1.25","2.75","3.25","3.75","3","3.75","2.5","3.25","2.75","3.75","4.25","3.25","3.5","0.5","5.5","3.5","4","3.5","4.5","3.5","3","2.75","1.75","3.5"
"1410","South Embarcadero","BERRY ST 100","Weekday","6:00 PM",0,"0.25","0.25","0","0","0.25","0.25","0.25","0.25","0.25","0","0.25","0.25","0.25","0","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0","0.25","0","0","0.25","0.25","0.25","0","0.25","0.25","0","0","0.25","0.25","0","0","0.25","0.25","0.25","0.25","0.25"
"1411","South Embarcadero","BERRY ST 100","Weekend","9:00 AM",77,"3.25","3.25","0.25","0","0.25","0.25","0.75","1","0.25","0.5","2","3.25","2.75","0","0.25","0.25","1.75","1.75","1.75","0.25","2","0.25","0.25","0.25","1.25","0.5","1.25","0.5","1.75","0.25","0.25","2.25","0","0.25","3.5","0.25","0","3.25","0.75","1.75","1.75","3.5","0","2.5","0.5","1.5"
"1412","South Embarcadero","BERRY ST 100","Weekend","12:00 PM",77,"3.5","3.5","0.5","1.5","3.5","0.25","1.75","4","0.25","1.5","2.5","3.25","2.75","0.25","0.25","0.25","2.25","4","4","0.75","3.5","0.25","1.25","0.5","1.25","1.5","3.5","1","1.75","1.25","0.5","4","1.5","2","3.5","0.25","2.75","3.5","3","1.75","2.75","3.5","3","2.75","1.25","2.75"
"1413","South Embarcadero","BERRY ST 100","Weekend","3:00 PM",82,"3.5","3.75","0.5","2","3.25","0.25","2.5","3.5","0.5","1.75","1.75","3.5","3.5","0.5","0.25","0.25","2.75","3.25","4","1.25","4.75","0.25","0.75","1","2","1.75","3.75","1.5","3.25","1.75","1","4","1.5","1.25","3.5","1","2.75","3.5","2.5","1.75","2.25","3.5","3","2.75","2","3.25"
"1414","South Embarcadero","BERRY ST 100","Weekend","6:00 PM",0,"0.25","0.25","0","0","0.25","0.25","0.25","0.25","0.25","0","0.25","0.25","0.25","0","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0","0.25","0","0","0.25","0.25","0.25","0","0.25","0.25","0","0","0.25","0.25","0","0","0.25","0.25","0.25","0.25","0.25"
